( 0 , 0 ) (0, 0, 0)
( 14 , 27 ) (124, 179, 66)
( 14 , 28 ) (124, 179, 66)
( 14 , 29 ) (124, 179, 66)
( 14 , 30 ) (0, 0, 0)
( 14 , 31 ) (0, 0, 0)
( 14 , 32 ) (21, 101, 192)
( 14 , 33 ) (21, 101, 192)
( 14 , 34 ) (21, 101, 192)
( 14 , 35 ) (21, 101, 192)
( 14 , 36 ) (21, 101, 192)
( 14 , 37 ) (28, 104, 186)
( 14 , 38 ) (28, 104, 186)
( 14 , 39 ) (21, 101, 192)
( 14 , 40 ) (21, 101, 192)
( 14 , 41 ) (21, 101, 192)
( 14 , 42 ) (21, 101, 192)
( 14 , 43 ) (21, 101, 192)
( 14 , 44 ) (0, 0, 0)
( 14 , 45 ) (0, 0, 0)
( 14 , 46 ) (0, 0, 0)
( 14 , 47 ) (0, 0, 0)
( 15 , 0 ) (0, 0, 0)
( 15 , 1 ) (0, 0, 0)
( 15 , 2 ) (0, 0, 0)
( 15 , 3 ) (0, 0, 0)
( 15 , 4 ) (255, 193, 7)
( 15 , 5 ) (255, 193, 7)
( 15 , 6 ) (255, 193, 7)
( 15 , 7 ) (255, 193, 7)
( 15 , 8 ) (255, 193, 7)
( 15 , 9 ) (255, 193, 7)
( 15 , 10 ) (255, 193, 7)
( 15 , 11 ) (255, 193, 7)
( 15 , 12 ) (255, 193, 7)
( 15 , 13 ) (255, 193, 7)
( 15 , 14 ) (255, 193, 7)
( 15 , 15 ) (255, 193, 7)
( 15 , 16 ) (0, 0, 0)
( 15 , 17 ) (0, 0, 0)
( 15 , 18 ) (124, 179, 66)
( 15 , 19 ) (124, 179, 66)
( 15 , 20 ) (124, 179, 66)
( 15 , 21 ) (124, 179, 66)
( 15 , 22 ) (124, 179, 66)
( 15 , 23 ) (124, 179, 66)
( 15 , 24 ) (124, 179, 66)
( 15 , 25 ) (124, 179, 66)
( 15 , 26 ) (124, 179, 66)
( 15 , 27 ) (124, 179, 66)
( 15 , 28 ) (124, 179, 66)
( 15 , 29 ) (124, 179, 66)
( 15 , 30 ) (0, 0, 0)
( 15 , 31 ) (0, 0, 0)
( 15 , 32 ) (21, 101, 192)
( 15 , 33 ) (21, 101, 192)
( 15 , 34 ) (21, 101, 192)
( 15 , 35 ) (21, 101, 192)
( 15 , 36 ) (21, 101, 192)
( 15 , 37 ) (21, 101, 192)
( 15 , 38 ) (21, 101, 192)
( 15 , 39 ) (21, 101, 192)
( 15 , 40 ) (21, 101, 192)
( 15 , 41 ) (21, 101, 192)
( 15 , 42 ) (21, 101, 192)
( 15 , 43 ) (21, 101, 192)
( 15 , 44 ) (0, 0, 0)
( 15 , 45 ) (0, 0, 0)
( 15 , 46 ) (0, 0, 0)
( 15 , 47 ) (0, 0, 0)
( 16 , 0 ) (0, 0, 0)
( 16 , 1 ) (0, 0, 0)
( 16 , 2 ) (0, 0, 0)
( 16 , 3 ) (0, 0, 0)
( 16 , 4 ) (0, 0, 0)
( 16 , 5 ) (0, 0, 0)
( 16 , 6 ) (0, 0, 0)
( 16 , 7 ) (0, 0, 0)
( 16 , 8 ) (0, 0, 0)
( 16 , 9 ) (0, 0, 0)
( 16 , 10 ) (0, 0, 0)
( 16 , 11 ) (0, 0, 0)
( 16 , 12 ) (0, 0, 0)
( 16 , 13 ) (0, 0, 0)
( 16 , 14 ) (0, 0, 0)
( 16 , 15 ) (0, 0, 0)
( 16 , 16 ) (0, 0, 0)
( 16 , 17 ) (0, 0, 0)
( 16 , 18 ) (0, 0, 0)
( 16 , 19 ) (0, 0, 0)
( 16 , 20 ) (0, 0, 0)
( 16 , 21 ) (0, 0, 0)
( 16 , 22 ) (0, 0, 0)
( 16 , 23 ) (0, 0, 0)
( 16 , 24 ) (0, 0, 0)
( 16 , 25 ) (0, 0, 0)
( 16 , 26 ) (0, 0, 0)
( 16 , 27 ) (0, 0, 0)
( 16 , 28 ) (0, 0, 0)
( 16 , 29 ) (0, 0, 0)
( 16 , 30 ) (0, 0, 0)
( 16 , 31 ) (0, 0, 0)
( 16 , 32 ) (0, 0, 0)
( 16 , 33 ) (0, 0, 0)
( 16 , 34 ) (0, 0, 0)
( 16 , 35 ) (0, 0, 0)
( 16 , 36 ) (0, 0, 0)
( 16 , 37 ) (0, 0, 0)
( 16 , 38 ) (0, 0, 0)
( 16 , 39 ) (0, 0, 0)
( 16 , 40 ) (0, 0, 0)
( 16 , 41 ) (0, 0, 0)
( 16 , 42 ) (0, 0, 0)
( 16 , 43 ) (0, 0, 0)
( 16 , 44 ) (0, 0, 0)
( 16 , 45 ) (0, 0, 0)
( 16 , 46 ) (0, 0, 0)
( 16 , 47 ) (0, 0, 0)
( 17 , 0 ) (0, 0, 0)
( 17 , 1 ) (0, 0, 0)
( 17 , 2 ) (0, 0, 0)
( 17 , 3 ) (0, 0, 0)
( 17 , 4 ) (0, 0, 0)
( 17 , 5 ) (0, 0, 0)
( 17 , 6 ) (0, 0, 0)
( 17 , 7 ) (0, 0, 0)
( 17 , 8 ) (0, 0, 0)
( 17 , 9 ) (0, 0, 0)
( 17 , 10 ) (0, 0, 0)
( 17 , 11 ) (0, 0, 0)
( 17 , 12 ) (0, 0, 0)
( 17 , 13 ) (0, 0, 0)
( 17 , 14 ) (0, 0, 0)
( 17 , 15 ) (0, 0, 0)
( 17 , 16 ) (0, 0, 0)
( 17 , 17 ) (0, 0, 0)
( 17 , 18 ) (0, 0, 0)
( 17 , 19 ) (0, 0, 0)
( 17 , 20 ) (0, 0, 0)
( 17 , 21 ) (0, 0, 0)
( 17 , 22 ) (0, 0, 0)
( 17 , 23 ) (0, 0, 0)
( 17 , 24 ) (0, 0, 0)
( 17 , 25 ) (0, 0, 0)
( 17 , 26 ) (0, 0, 0)
( 17 , 27 ) (0, 0, 0)
( 17 , 28 ) (0, 0, 0)
( 17 , 29 ) (0, 0, 0)
( 17 , 30 ) (0, 0, 0)
( 17 , 31 ) (0, 0, 0)
( 17 , 32 ) (0, 0, 0)
( 17 , 33 ) (0, 0, 0)
( 17 , 34 ) (0, 0, 0)
( 17 , 35 ) (0, 0, 0)
( 17 , 36 ) (0, 0, 0)
( 17 , 37 ) (0, 0, 0)
( 17 , 38 ) (0, 0, 0)
( 17 , 39 ) (0, 0, 0)
( 17 , 40 ) (0, 0, 0)
( 17 , 41 ) (0, 0, 0)
( 17 , 42 ) (0, 0, 0)
( 17 , 43 ) (0, 0, 0)
( 17 , 44 ) (0, 0, 0)
( 17 , 45 ) (0, 0, 0)
( 17 , 46 ) (0, 0, 0)
( 17 , 47 ) (0, 0, 0)
( 18 , 0 ) (0, 0, 0)
( 18 , 1 ) (0, 0, 0)
( 18 , 2 ) (0, 0, 0)
( 18 , 3 ) (0, 0, 0)
( 18 , 4 ) (21, 101, 192)
( 18 , 5 ) (21, 101, 192)
( 18 , 6 ) (21, 101, 192)
( 18 , 7 ) (21, 101, 192)
( 18 , 8 ) (21, 101, 192)
( 18 , 9 ) (21, 101, 192)
( 18 , 10 ) (21, 101, 192)
( 18 , 11 ) (21, 101, 192)
( 18 , 12 ) (21, 101, 192)
( 18 , 13 ) (21, 101, 192)
( 18 , 14 ) (21, 101, 192)
( 18 , 15 ) (21, 101, 192)
( 18 , 16 ) (0, 0, 0)
( 18 , 17 ) (0, 0, 0)
( 18 , 18 ) (255, 193, 7)
( 18 , 19 ) (255, 193, 7)
( 18 , 20 ) (255, 193, 7)
( 18 , 21 ) (255, 193, 7)
( 18 , 22 ) (255, 193, 7)
( 18 , 23 ) (255, 193, 7)
( 18 , 24 ) (255, 193, 7)
( 18 , 25 ) (255, 193, 7)
( 18 , 26 ) (255, 193, 7)
( 18 , 27 ) (255, 193, 7)
( 18 , 28 ) (255, 193, 7)
( 18 , 29 ) (255, 193, 7)
( 18 , 30 ) (0, 0, 0)
( 18 , 31 ) (0, 0, 0)
( 18 , 32 ) (33, 150, 243)
( 18 , 33 ) (33, 150, 243)
( 18 , 34 ) (33, 150, 243)
( 18 , 35 ) (33, 150, 243)
( 18 , 36 ) (33, 150, 243)
( 18 , 37 ) (33, 150, 243)
( 18 , 38 ) (33, 150, 243)
( 18 , 39 ) (33, 150, 243)
( 18 , 40 ) (33, 150, 243)
( 18 , 41 ) (33, 150, 243)
( 18 , 42 ) (33, 150, 243)
( 18 , 43 ) (33, 150, 243)
( 18 , 44 ) (0, 0, 0)
( 18 , 45 ) (0, 0, 0)
( 18 , 46 ) (0, 0, 0)
( 18 , 47 ) (0, 0, 0)
( 19 , 0 ) (0, 0, 0)
( 19 , 1 ) (0, 0, 0)
( 19 , 2 ) (0, 0, 0)
( 19 , 3 ) (0, 0, 0)
( 19 , 4 ) (21, 101, 192)
( 19 , 5 ) (21, 101, 192)
( 19 , 6 ) (21, 101, 192)
( 19 , 7 ) (21, 101, 192)
( 19 , 8 ) (21, 101, 192)
( 19 , 9 ) (27, 104, 187)
( 19 , 10 ) (27, 104, 187)
( 19 , 11 ) (21, 101, 192)
( 19 , 12 ) (21, 101, 192)
( 19 , 13 ) (21, 101, 192)
( 19 , 14 ) (21, 101, 192)
( 19 , 15 ) (21, 101, 192)
( 19 , 16 ) (0, 0, 0)
( 19 , 17 ) (0, 0, 0)
( 19 , 18 ) (255, 193, 7)
( 19 , 19 ) (255, 193, 7)
( 19 , 20 ) (255, 193, 7)
( 19 , 21 ) (255, 193, 7)
( 19 , 22 ) (255, 193, 7)
( 19 , 23 ) (255, 193, 7)
( 19 , 24 ) (255, 193, 7)
( 19 , 25 ) (255, 193, 7)
( 19 , 26 ) (252, 185, 6)
( 19 , 27 ) (229, 122, 2)
( 19 , 28 ) (255, 193, 7)
( 19 , 29 ) (255, 193, 7)
( 19 , 30 ) (0, 0, 0)
( 19 , 31 ) (0, 0, 0)
( 19 , 32 ) (33, 150, 243)
( 19 , 33 ) (33, 150, 243)
( 19 , 34 ) (33, 150, 243)
( 19 , 35 ) (33, 150, 243)
( 19 , 36 ) (33, 150, 243)
( 19 , 37 ) (33, 150, 243)
( 19 , 38 ) (33, 150, 243)
( 19 , 39 ) (135, 198, 248)
( 19 , 40 ) (218, 238, 252)
( 19 , 41 ) (134, 198, 248)
( 19 , 42 ) (33, 150, 243)
( 19 , 43 ) (33, 150, 243)
( 19 , 44 ) (0, 0, 0)
( 19 , 45 ) (0, 0, 0)
( 19 , 46 ) (0, 0, 0)
( 19 , 47 ) (0, 0, 0)
( 20 , 0 ) (0, 0, 0)
( 20 , 1 ) (0, 0, 0)
( 20 , 2 ) (0, 0, 0)
( 20 , 3 ) (0, 0, 0)
( 20 , 4 ) (21, 101, 192)
( 20 , 5 ) (21, 101, 192)
( 20 , 6 ) (21, 101, 192)
( 20 , 7 ) (21, 101, 192)
( 20 , 8 ) (27, 104, 187)
( 20 , 9 ) (184, 165, 63)
( 20 , 10 ) (184, 165, 63)
( 20 , 11 ) (27, 104, 187)
( 20 , 12 ) (21, 101, 192)
( 20 , 13 ) (21, 101, 192)
( 20 , 14 ) (21, 101, 192)
( 20 , 15 ) (21, 101, 192)
( 20 , 16 ) (0, 0, 0)
( 20 , 17 ) (0, 0, 0)
( 20 , 18 ) (255, 193, 7)
( 20 , 19 ) (255, 193, 7)
( 20 , 20 ) (255, 193, 7)
( 20 , 21 ) (255, 193, 7)
( 20 , 22 ) (255, 193, 7)
( 20 , 23 ) (255, 193, 7)
( 20 , 24 ) (255, 193, 7)
( 20 , 25 ) (242, 157, 5)
( 20 , 26 ) (219, 96, 1)
( 20 , 27 ) (216, 87, 0)
( 20 , 28 ) (255, 193, 7)
( 20 , 29 ) (255, 193, 7)
( 20 , 30 ) (0, 0, 0)
( 20 , 31 ) (0, 0, 0)
( 20 , 32 ) (33, 150, 243)
( 20 , 33 ) (150, 200, 197)
( 20 , 34 ) (245, 240, 161)
( 20 , 35 ) (149, 200, 198)
( 20 , 36 ) (33, 150, 243)
( 20 , 37 ) (33, 150, 243)
( 20 , 38 ) (33, 150, 243)
( 20 , 39 ) (219, 239, 253)
( 20 , 40 ) (227, 242, 253)
( 20 , 41 ) (223, 240, 253)
( 20 , 42 ) (33, 150, 243)
( 20 , 43 ) (33, 150, 243)
( 20 , 44 ) (0, 0, 0)
( 20 , 45 ) (0, 0, 0)
( 20 , 46 ) (0, 0, 0)
( 20 , 47 ) (0, 0, 0)
( 21 , 0 ) (0, 0, 0)
( 21 , 1 ) (0, 0, 0)
( 21 , 2 ) (0, 0, 0)
( 21 , 3 ) (0, 0, 0)
( 21 , 4 ) (21, 101, 192)
( 21 , 5 ) (21, 101, 192)
( 21 , 6 ) (21, 101, 192)
( 21 , 7 ) (255, 193, 7)
( 21 , 8 ) (255, 193, 7)
( 21 , 9 ) (255, 193, 7)
( 21 , 10 ) (255, 193, 7)
( 21 , 11 ) (255, 193, 7)
( 21 , 12 ) (255, 193, 7)
( 21 , 13 ) (21, 101, 192)
( 21 , 14 ) (21, 101, 192)
( 21 , 15 ) (21, 101, 192)
( 21 , 16 ) (0, 0, 0)
( 21 , 17 ) (0, 0, 0)
( 21 , 18 ) (255, 193, 7)
( 21 , 19 ) (255, 193, 7)
( 21 , 20 ) (255, 193, 7)
( 21 , 21 ) (255, 193, 7)
( 21 , 22 ) (255, 193, 7)
( 21 , 23 ) (252, 185, 6)
( 21 , 24 ) (229, 122, 2)
( 21 , 25 ) (216, 87, 0)
( 21 , 26 ) (216, 87, 0)
( 21 , 27 ) (216, 87, 0)
( 21 , 28 ) (255, 193, 7)
( 21 , 29 ) (255, 193, 7)
( 21 , 30 ) (0, 0, 0)
( 21 , 31 ) (0, 0, 0)
( 21 , 32 ) (33, 150, 243)
( 21 , 33 ) (245, 240, 160)
( 21 , 34 ) (255, 245, 157)
( 21 , 35 ) (245, 240, 161)
( 21 , 36 ) (33, 150, 243)
( 21 , 37 ) (90, 177, 246)
( 21 , 38 ) (206, 231, 252)
( 21 , 39 ) (222, 240, 252)
( 21 , 40 ) (227, 242, 253)
( 21 , 41 ) (227, 242, 253)
( 21 , 42 ) (33, 150, 243)
( 21 , 43 ) (33, 150, 243)
( 21 , 44 ) (0, 0, 0)
( 21 , 45 ) (0, 0, 0)
( 21 , 46 ) (0, 0, 0)
( 21 , 47 ) (0, 0, 0)
( 22 , 0 ) (0, 0, 0)
( 22 , 1 ) (0, 0, 0)
( 22 , 2 ) (0, 0, 0)
( 22 , 3 ) (0, 0, 0)
( 22 , 4 ) (21, 101, 192)
( 22 , 5 ) (21, 101, 192)
( 22 , 6 ) (27, 104, 187)
( 22 , 7 ) (255, 193, 7)
( 22 , 8 ) (255, 209, 71)
( 22 , 9 ) (255, 242, 201)
( 22 , 10 ) (255, 242, 201)
( 22 , 11 ) (255, 209, 69)
( 22 , 12 ) (255, 193, 7)
( 22 , 13 ) (27, 104, 187)
( 22 , 14 ) (21, 101, 192)
( 22 , 15 ) (21, 101, 192)
( 22 , 16 ) (0, 0, 0)
( 22 , 17 ) (0, 0, 0)
( 22 , 18 ) (255, 193, 7)
( 22 , 19 ) (255, 193, 7)
( 22 , 20 ) (255, 193, 7)
( 22 , 21 ) (255, 193, 7)
( 22 , 22 ) (250, 179, 6)
( 22 , 23 ) (220, 96, 1)
( 22 , 24 ) (216, 87, 0)
( 22 , 25 ) (216, 87, 0)
( 22 , 26 ) (216, 87, 0)
( 22 , 27 ) (216, 87, 0)
( 22 , 28 ) (255, 193, 7)
( 22 , 29 ) (255, 193, 7)
( 22 , 30 ) (0, 0, 0)
( 22 , 31 ) (0, 0, 0)
( 22 , 32 ) (33, 150, 243)
( 22 , 33 ) (149, 200, 198)
( 22 , 34 ) (244, 241, 161)
( 22 , 35 ) (148, 199, 198)
( 22 , 36 ) (33, 150, 243)
( 22 , 37 ) (206, 232, 252)
( 22 , 38 ) (227, 242, 253)
( 22 , 39 ) (227, 241, 253)
( 22 , 40 ) (227, 242, 253)
( 22 , 41 ) (227, 242, 253)
( 22 , 42 ) (33, 150, 243)
( 22 , 43 ) (33, 150, 243)
( 22 , 44 ) (0, 0, 0)
( 22 , 45 ) (0, 0, 0)
( 22 , 46 ) (0, 0, 0)
( 22 , 47 ) (0, 0, 0)
( 23 , 0 ) (0, 0, 0)
( 23 , 1 ) (0, 0, 0)
( 23 , 2 ) (0, 0, 0)
( 23 , 3 ) (0, 0, 0)
( 23 , 4 ) (21, 101, 192)
( 23 , 5 ) (27, 103, 187)
( 23 , 6 ) (184, 165, 63)
( 23 , 7 ) (255, 193, 7)
( 23 , 8 ) (255, 242, 202)
( 23 , 9 ) (255, 248, 225)
( 23 , 10 ) (255, 248, 225)
( 23 , 11 ) (255, 242, 201)
( 23 , 12 ) (255, 193, 7)
( 23 , 13 ) (184, 165, 63)
( 23 , 14 ) (27, 103, 187)
( 23 , 15 ) (21, 101, 192)
( 23 , 16 ) (0, 0, 0)
( 23 , 17 ) (0, 0, 0)
( 23 , 18 ) (255, 193, 7)
( 23 , 19 ) (255, 193, 7)
( 23 , 20 ) (255, 193, 7)
( 23 , 21 ) (255, 193, 7)
( 23 , 22 ) (255, 193, 7)
( 23 , 23 ) (244, 164, 5)
( 23 , 24 ) (220, 98, 1)
( 23 , 25 ) (216, 87, 0)
( 23 , 26 ) (216, 87, 0)
( 23 , 27 ) (219, 92, 0)
( 23 , 28 ) (255, 193, 7)
( 23 , 29 ) (255, 193, 7)
( 23 , 30 ) (0, 0, 0)
( 23 , 31 ) (0, 0, 0)
( 23 , 32 ) (33, 150, 243)
( 23 , 33 ) (33, 150, 243)
( 23 , 34 ) (33, 150, 243)
( 23 , 35 ) (33, 150, 243)
( 23 , 36 ) (33, 150, 243)
( 23 , 37 ) (206, 231, 252)
( 23 , 38 ) (227, 242, 253)
( 23 , 39 ) (227, 242, 253)
( 23 , 40 ) (227, 242, 253)
( 23 , 41 ) (227, 242, 253)
( 23 , 42 ) (33, 150, 243)
( 23 , 43 ) (33, 150, 243)
( 23 , 44 ) (0, 0, 0)
( 23 , 45 ) (0, 0, 0)
( 23 , 46 ) (0, 0, 0)
( 23 , 47 ) (0, 0, 0)
( 24 , 0 ) (0, 0, 0)
( 24 , 1 ) (0, 0, 0)
( 24 , 2 ) (0, 0, 0)
( 24 , 3 ) (0, 0, 0)
( 24 , 4 ) (21, 101, 192)
( 24 , 5 ) (27, 103, 187)
( 24 , 6 ) (190, 167, 58)
( 24 , 7 ) (255, 193, 7)
( 24 , 8 ) (255, 242, 201)
( 24 , 9 ) (255, 248, 225)
( 24 , 10 ) (255, 248, 225)
( 24 , 11 ) (255, 242, 200)
( 24 , 12 ) (255, 193, 7)
( 24 , 13 ) (190, 167, 58)
( 24 , 14 ) (27, 103, 187)
( 24 , 15 ) (21, 101, 192)
( 24 , 16 ) (0, 0, 0)
( 24 , 17 ) (0, 0, 0)
( 24 , 18 ) (255, 193, 7)
( 24 , 19 ) (255, 193, 7)
( 24 , 20 ) (255, 193, 7)
( 24 , 21 ) (255, 193, 7)
( 24 , 22 ) (255, 193, 7)
( 24 , 23 ) (255, 193, 7)
( 24 , 24 ) (253, 186, 7)
( 24 , 25 ) (231, 129, 3)
( 24 , 26 ) (224, 100, 1)
( 24 , 27 ) (238, 124, 3)
( 24 , 28 ) (255, 193, 7)
( 24 , 29 ) (255, 193, 7)
( 24 , 30 ) (0, 0, 0)
( 24 , 31 ) (0, 0, 0)
( 24 , 32 ) (33, 150, 243)
( 24 , 33 ) (33, 150, 243)
( 24 , 34 ) (33, 150, 243)
( 24 , 35 ) (33, 150, 243)
( 24 , 36 ) (90, 177, 246)
( 24 , 37 ) (212, 234, 252)
( 24 , 38 ) (224, 240, 253)
( 24 , 39 ) (220, 239, 253)
( 24 , 40 ) (227, 242, 253)
( 24 , 41 ) (227, 242, 253)
( 24 , 42 ) (33, 150, 243)
( 24 , 43 ) (33, 150, 243)
( 24 , 44 ) (0, 0, 0)
( 24 , 45 ) (0, 0, 0)
( 24 , 46 ) (0, 0, 0)
( 24 , 47 ) (0, 0, 0)
( 25 , 0 ) (0, 0, 0)
( 25 , 1 ) (0, 0, 0)
( 25 , 2 ) (0, 0, 0)
( 25 , 3 ) (0, 0, 0)
( 25 , 4 ) (21, 101, 192)
( 25 , 5 ) (21, 101, 192)
( 25 , 6 ) (28, 104, 186)
( 25 , 7 ) (255, 193, 7)
( 25 , 8 ) (255, 209, 69)
( 25 , 9 ) (255, 242, 200)
( 25 , 10 ) (255, 242, 200)
( 25 , 11 ) (255, 209, 69)
( 25 , 12 ) (255, 193, 7)
( 25 , 13 ) (28, 104, 186)
( 25 , 14 ) (21, 101, 192)
( 25 , 15 ) (21, 101, 192)
( 25 , 16 ) (0, 0, 0)
( 25 , 17 ) (0, 0, 0)
( 25 , 18 ) (255, 193, 7)
( 25 , 19 ) (255, 193, 7)
( 25 , 20 ) (255, 223, 106)
( 25 , 21 ) (255, 246, 187)
( 25 , 22 ) (255, 222, 105)
( 25 , 23 ) (255, 193, 7)
( 25 , 24 ) (255, 191, 7)
( 25 , 25 ) (246, 154, 5)
( 25 , 26 ) (239, 126, 3)
( 25 , 27 ) (239, 126, 3)
( 25 , 28 ) (255, 193, 7)
( 25 , 29 ) (255, 193, 7)
( 25 , 30 ) (0, 0, 0)
( 25 , 31 ) (0, 0, 0)
( 25 , 32 ) (33, 150, 243)
( 25 , 33 ) (33, 150, 243)
( 25 , 34 ) (33, 150, 243)
( 25 , 35 ) (33, 150, 243)
( 25 , 36 ) (206, 232, 252)
( 25 , 37 ) (227, 242, 253)
( 25 , 38 ) (227, 242, 253)
( 25 , 39 ) (221, 239, 253)
( 25 , 40 ) (227, 242, 253)
( 25 , 41 ) (227, 242, 253)
( 25 , 42 ) (33, 150, 243)
( 25 , 43 ) (33, 150, 243)
( 25 , 44 ) (0, 0, 0)
( 25 , 45 ) (0, 0, 0)
( 25 , 46 ) (0, 0, 0)
( 25 , 47 ) (0, 0, 0)
( 26 , 0 ) (0, 0, 0)
( 26 , 1 ) (0, 0, 0)
( 26 , 2 ) (0, 0, 0)
( 26 , 3 ) (0, 0, 0)
( 26 , 4 ) (21, 101, 192)
( 26 , 5 ) (21, 101, 192)
( 26 , 6 ) (21, 101, 192)
( 26 , 7 ) (255, 193, 7)
( 26 , 8 ) (255, 193, 7)
( 26 , 9 ) (255, 193, 7)
( 26 , 10 ) (255, 193, 7)
( 26 , 11 ) (255, 193, 7)
( 26 , 12 ) (255, 193, 7)
( 26 , 13 ) (21, 101, 192)
( 26 , 14 ) (21, 101, 192)
( 26 , 15 ) (21, 101, 192)
( 26 , 16 ) (0, 0, 0)
( 26 , 17 ) (0, 0, 0)
( 26 , 18 ) (255, 193, 7)
( 26 , 19 ) (255, 193, 7)
( 26 , 20 ) (255, 246, 188)
( 26 , 21 ) (255, 249, 196)
( 26 , 22 ) (255, 246, 187)
( 26 , 23 ) (255, 193, 7)
( 26 , 24 ) (251, 175, 6)
( 26 , 25 ) (239, 128, 3)
( 26 , 26 ) (239, 126, 3)
( 26 , 27 ) (239, 126, 3)
( 26 , 28 ) (255, 193, 7)
( 26 , 29 ) (255, 193, 7)
( 26 , 30 ) (0, 0, 0)
( 26 , 31 ) (0, 0, 0)
( 26 , 32 ) (33, 150, 243)
( 26 , 33 ) (33, 150, 243)
( 26 , 34 ) (33, 150, 243)
( 26 , 35 ) (33, 150, 243)
( 26 , 36 ) (206, 231, 252)
( 26 , 37 ) (227, 242, 253)
( 26 , 38 ) (227, 242, 253)
( 26 , 39 ) (226, 241, 253)
( 26 , 40 ) (227, 242, 253)
( 26 , 41 ) (227, 242, 253)
( 26 , 42 ) (33, 150, 243)
( 26 , 43 ) (33, 150, 243)
( 26 , 44 ) (0, 0, 0)
( 26 , 45 ) (0, 0, 0)
( 26 , 46 ) (0, 0, 0)
( 26 , 47 ) (0, 0, 0)
( 27 , 0 ) (0, 0, 0)
( 27 , 1 ) (0, 0, 0)
( 27 , 2 ) (0, 0, 0)
( 27 , 3 ) (0, 0, 0)
( 27 , 4 ) (21, 101, 192)
( 27 , 5 ) (21, 101, 192)
( 27 , 6 ) (21, 101, 192)
( 27 , 7 ) (21, 101, 192)
( 27 , 8 ) (28, 104, 186)
( 27 , 9 ) (191, 168, 58)
( 27 , 10 ) (189, 168, 59)
( 27 , 11 ) (28, 104, 186)
( 27 , 12 ) (21, 101, 192)
( 27 , 13 ) (21, 101, 192)
( 27 , 14 ) (21, 101, 192)
( 27 , 15 ) (21, 101, 192)
( 27 , 16 ) (0, 0, 0)
( 27 , 17 ) (0, 0, 0)
( 27 , 18 ) (255, 193, 7)
( 27 , 19 ) (255, 193, 7)
( 27 , 20 ) (255, 222, 105)
( 27 , 21 ) (255, 246, 186)
( 27 , 22 ) (255, 222, 104)
( 27 , 23 ) (255, 193, 7)
( 27 , 24 ) (255, 193, 7)
( 27 , 25 ) (252, 180, 7)
( 27 , 26 ) (241, 136, 4)
( 27 , 27 ) (239, 126, 3)
( 27 , 28 ) (255, 193, 7)
( 27 , 29 ) (255, 193, 7)
( 27 , 30 ) (0, 0, 0)
( 27 , 31 ) (0, 0, 0)
( 27 , 32 ) (33, 150, 243)
( 27 , 33 ) (33, 150, 243)
( 27 , 34 ) (33, 150, 243)
( 27 , 35 ) (33, 150, 243)
( 27 , 36 ) (89, 176, 245)
( 27 , 37 ) (205, 231, 252)
( 27 , 38 ) (205, 231, 252)
( 27 , 39 ) (215, 236, 252)
( 27 , 40 ) (227, 242, 253)
( 27 , 41 ) (223, 240, 253)
( 27 , 42 ) (33, 150, 243)
( 27 , 43 ) (33, 150, 243)
( 27 , 44 ) (0, 0, 0)
( 27 , 45 ) (0, 0, 0)
( 27 , 46 ) (0, 0, 0)
( 27 , 47 ) (0, 0, 0)
( 28 , 0 ) (0, 0, 0)
( 28 , 1 ) (0, 0, 0)
( 28 , 2 ) (0, 0, 0)
( 28 , 3 ) (0, 0, 0)
( 28 , 4 ) (21, 101, 192)
( 28 , 5 ) (21, 101, 192)
( 28 , 6 ) (21, 101, 192)
( 28 , 7 ) (21, 101, 192)
( 28 , 8 ) (21, 101, 192)
( 28 , 9 ) (28, 104, 186)
( 28 , 10 ) (28, 104, 186)
( 28 , 11 ) (21, 101, 192)
( 28 , 12 ) (21, 101, 192)
( 28 , 13 ) (21, 101, 192)
( 28 , 14 ) (21, 101, 192)
( 28 , 15 ) (21, 101, 192)
( 28 , 16 ) (0, 0, 0)
( 28 , 17 ) (0, 0, 0)
( 28 , 18 ) (255, 193, 7)
( 28 , 19 ) (255, 193, 7)
( 28 , 20 ) (255, 193, 7)
( 28 , 21 ) (255, 193, 7)
( 28 , 22 ) (255, 193, 7)
( 28 , 23 ) (255, 193, 7)
( 28 , 24 ) (255, 193, 7)
( 28 , 25 ) (255, 193, 7)
( 28 , 26 ) (254, 189, 7)
( 28 , 27 ) (245, 152, 5)
( 28 , 28 ) (255, 193, 7)
( 28 , 29 ) (255, 193, 7)
( 28 , 30 ) (0, 0, 0)
( 28 , 31 ) (0, 0, 0)
( 28 , 32 ) (33, 150, 243)
( 28 , 33 ) (33, 150, 243)
( 28 , 34 ) (33, 150, 243)
( 28 , 35 ) (33, 150, 243)
( 28 , 36 ) (33, 150, 243)
( 28 , 37 ) (33, 150, 243)
( 28 , 38 ) (33, 150, 243)
( 28 , 39 ) (134, 198, 248)
( 28 , 40 ) (217, 238, 252)
( 28 , 41 ) (134, 197, 248)
( 28 , 42 ) (33, 150, 243)
( 28 , 43 ) (33, 150, 243)
( 28 , 44 ) (0, 0, 0)
( 28 , 45 ) (0, 0, 0)
( 28 , 46 ) (0, 0, 0)
( 28 , 47 ) (0, 0, 0)
( 29 , 0 ) (0, 0, 0)
( 29 , 1 ) (0, 0, 0)
( 29 , 2 ) (0, 0, 0)
( 29 , 3 ) (0, 0, 0)
( 29 , 4 ) (21, 101, 192)
( 29 , 5 ) (21, 101, 192)
